bac,method,nsnp,beta,se,p_value,ci_lower,ci_upper,odds_ratio,or_ci_lower,or_ci_upper,method_status,method_status_zh
genus.Flavonifractor.id.2059,MR Egger,4,-0.786080373557495,0.612172923728119,0.327776317078978,-1.98593930406461,0.413778556949619,0.455627188218001,0.137251632533662,1.51252215227769,OK,方法成功运行
genus.Flavonifractor.id.2059,Weighted mode,4,-0.355633583933291,0.214463994748124,0.195848772442787,-0.775983013639614,0.064715845773033,0.700729331686325,0.460251125418178,1.06685582971563,OK,方法成功运行
genus.Fusicatenibacter.id.11305,Inverse variance weighted,17,0.101795933112539,0.0766650366460892,0.184243766911354,-0.0484675387137958,0.252059404938874,1.10715751448561,0.95268826429031,1.286672469714,OK,方法成功运行
genus.Fusicatenibacter.id.11305,Weighted median,17,0.0549191687086898,0.11025582228184,0.618408806998952,-0.161182242963717,0.271020580381097,1.05645521658475,0.851136943253033,1.31130205720296,OK,方法成功运行
genus.Fusicatenibacter.id.11305,MR Egger,17,0.283559378856322,0.367844388336485,0.452757413147354,-0.437415622283188,1.00453437999583,1.32784772405224,0.645703007074859,2.73063553824567,OK,方法成功运行
genus.Fusicatenibacter.id.11305,Weighted mode,17,-0.0892725171298877,0.210108535966947,0.676577412882865,-0.501085247625104,0.322540213365329,0.914596296452137,0.60587278079996,1.38063040953831,OK,方法成功运行
genus.Gordonibacter.id.821,Inverse variance weighted,10,-0.0866297629317215,0.0464392691341515,0.0621194753647504,-0.177650730434658,0.0043912045712155,0.917016546308331,0.83723479306016,1.00440086003788,OK,方法成功运行
genus.Gordonibacter.id.821,Weighted median,10,-0.0513683905737193,0.0625797660525012,0.411733629477556,-0.174024732036622,0.071287950889183,0.949928661301805,0.840276115661777,1.07389040904961,OK,方法成功运行
genus.Gordonibacter.id.821,MR Egger,10,0.0197194716758276,0.198722884132974,0.923396339558103,-0.369777381224801,0.409216324576456,1.01991518479372,0.690888118185392,1.50563739162999,OK,方法成功运行
genus.Gordonibacter.id.821,Weighted mode,10,-0.0547844028301964,0.0916780129373404,0.564854712449591,-0.234473308187384,0.124904502526991,0.946689229471552,0.790987346495645,1.13304024541987,OK,方法成功运行
genus.Haemophilus.id.3698,Inverse variance weighted,9,-0.0418936862580492,0.0638450322388323,0.511709796893065,-0.167029949446161,0.0832425769300621,0.958971727025959,0.846174268506991,1.08680541049512,OK,方法成功运行
genus.Haemophilus.id.3698,Weighted median,9,-0.0933236088996303,0.086891273098214,0.282810397240454,-0.26363050417213,0.0769832863728692,0.910898677676344,0.768257355106607,1.0800240251229,OK,方法成功运行
genus.Haemophilus.id.3698,MR Egger,9,-0.00122834477528828,0.1447910163782,0.99346788542289,-0.28501873687656,0.282562047325983,0.998772409331356,0.752000164053133,1.32652407981533,OK,方法成功运行
genus.Haemophilus.id.3698,Weighted mode,9,-0.116598468353596,0.114172145365584,0.337022151378443,-0.340375873270142,0.10717893656295,0.889942461493109,0.711502837597214,1.1131334169278,OK,方法成功运行
genus.Holdemanella.id.11393,Inverse variance weighted,9,-0.0363400058022453,0.0704722998807068,0.606089322752596,-0.174465713568431,0.10178570196394,0.964312365938052,0.839905651103168,1.10714618705051,OK,方法成功运行
genus.Holdemanella.id.11393,Weighted median,9,-0.0921394259484955,0.0927731777410003,0.320627698454602,-0.273974854320856,0.0896960024238651,0.911977987284553,0.760351194567672,1.09384170792877,OK,方法成功运行
genus.Holdemanella.id.11393,MR Egger,9,0.132815765049917,0.292209719528794,0.663212501435019,-0.43991528522652,0.705546815326354,1.1420395753437,0.644090982793725,2.02495365793518,OK,方法成功运行
genus.Holdemanella.id.11393,Weighted mode,9,-0.198967006684782,0.17572830232186,0.290325836493244,-0.543394479235627,0.145460465866063,0.819576933446962,0.580773479091351,1.15657200960561,OK,方法成功运行
genus.Holdemania.id.2157,Inverse variance weighted,14,-0.081048682688568,0.0574481028790687,0.158298978250179,-0.193646964331543,0.0315495989544066,0.922148797669112,0.823948736221396,1.03205256305423,OK,方法成功运行
genus.Holdemania.id.2157,Weighted median,14,-0.0489469010650268,0.0735414314445271,0.505686590995791,-0.1930881066963,0.0951943045662462,0.952231690844753,0.824409334956254,1.09987254462272,OK,方法成功运行
genus.Holdemania.id.2157,MR Egger,14,-0.167204933648964,0.162179839119966,0.322880445051584,-0.485077418324098,0.150667551026169,0.846026214331132,0.615649532364233,1.16261008529769,OK,方法成功运行
genus.Holdemania.id.2157,Weighted mode,14,-0.0460591638553107,0.11215001446387,0.687986910321367,-0.265873192204496,0.173754864493874,0.954985459897711,0.76653632411968,1.18976387670006,OK,方法成功运行
genus.Howardella.id.2000,Inverse variance weighted,10,-0.0580196130274857,0.0478419174844935,0.225230792226382,-0.151789771297093,0.0357505452421215,0.943631439785939,0.859168883716496,1.03639728000939,OK,方法成功运行
genus.Howardella.id.2000,Weighted median,10,-0.0652623796731608,0.0642208810860612,0.309525851032757,-0.191135306601841,0.0606105472555191,0.936821628175123,0.826020814520047,1.06248504588426,OK,方法成功运行
genus.Howardella.id.2000,MR Egger,10,-0.305059499882724,0.211562021985292,0.187297358502211,-0.719721062973897,0.109602063208448,0.737079516942068,0.486888048124549,1.11583395071669,OK,方法成功运行
genus.Howardella.id.2000,Weighted mode,10,-0.0991753525820108,0.101692472545785,0.354920010060122,-0.29849259877175,0.100141893607728,0.905583897625373,0.741935773065788,1.10532774589054,OK,方法成功运行
genus.Hungatella.id.11306,Inverse variance weighted,4,0.0494000595222159,0.0894794332215197,0.58089159891687,-0.125979629591963,0.224779748636394,1.05064058544561,0.881632805820493,1.25204692077922,OK,方法成功运行
genus.Hungatella.id.11306,Weighted median,4,0.0253083971300003,0.0922847849272045,0.783898377580126,-0.155569781327321,0.206186575587321,1.0256313735282,0.85592734709857,1.22898248073408,OK,方法成功运行
genus.Hungatella.id.11306,MR Egger,4,0.518475104899332,0.508121319399423,0.414886314925661,-0.477442681123538,1.5143928909222,1.67946468859672,0.620367843364878,4.54665997022724,OK,方法成功运行
genus.Hungatella.id.11306,Weighted mode,4,-0.0625927890081716,0.14673547864362,0.69845216979458,-0.350194327149666,0.225008749133323,0.939325899651068,0.704551162995555,1.2523336729782,OK,方法成功运行
genus.Intestinibacter.id.11345,Inverse variance weighted,15,0.0274235435340793,0.0871504106736987,0.753012888344386,-0.14339126138637,0.198238348454529,1.02780302991579,0.866415007831927,1.21925296625171,OK,方法成功运行
genus.Intestinibacter.id.11345,Weighted median,15,-0.00226361692931097,0.0928243132815039,0.980544687669636,-0.184199270961059,0.179672037102437,0.997738943119469,0.831770039696042,1.1968247846255,OK,方法成功运行
genus.Intestinibacter.id.11345,MR Egger,15,0.0655491559986981,0.295949952035023,0.828154169592563,-0.514512749989946,0.645611061987342,1.06774522210626,0.59779179772757,1.90715206141105,OK,方法成功运行
genus.Intestinibacter.id.11345,Weighted mode,15,0.00280188550436833,0.146067961857531,0.984966564519414,-0.283491319736392,0.289095090745129,1.00280581445419,0.753149659649273,1.3352186894321,OK,方法成功运行
genus.Intestinimonas.id.2062,Inverse variance weighted,15,0.00708037444908305,0.0624216671574059,0.90969112041139,-0.115266093179433,0.129426842077599,1.00710549956365,0.89112898900961,1.13817584183699,OK,方法成功运行
genus.Intestinimonas.id.2062,Weighted median,15,-0.0281239278817171,0.0882750994210308,0.750034310573329,-0.201143122746938,0.144895266983503,0.972267868237463,0.81779537805661,1.15591850109672,OK,方法成功运行
genus.Intestinimonas.id.2062,MR Egger,15,0.153251285009807,0.161613664911412,0.360293921556287,-0.163511498216561,0.470014068236176,1.16561784443631,0.849156735157416,1.60001670247188,OK,方法成功运行
genus.Intestinimonas.id.2062,Weighted mode,15,-0.0441026243341869,0.161380489430187,0.788625419014435,-0.360408383617354,0.27220313494898,0.956855755749343,0.697391464659574,1.31285366068765,OK,方法成功运行
genus.Lachnoclostridium.id.11308,Inverse variance weighted,10,0.0456555240456782,0.101009063217166,0.651273065759744,-0.152322239859968,0.243633287951324,1.0467137811177,0.858711525071073,1.27587636545466,OK,方法成功运行
genus.Lachnoclostridium.id.11308,Weighted median,10,0.0809298443613452,0.131682649643367,0.538830512834553,-0.177168148939655,0.339027837662345,1.08429482450245,0.837638924583619,1.40358241712229,OK,方法成功运行
genus.Lachnoclostridium.id.11308,MR Egger,10,-0.133883429182345,0.341138609056265,0.704967231269633,-0.802515102932625,0.534748244567935,0.874692022224804,0.448200275500864,1.70701843698943,OK,方法成功运行
genus.Lachnoclostridium.id.11308,Weighted mode,10,0.186978550140799,0.20366493297128,0.382526779792963,-0.21220471848291,0.586161818764508,1.20560142479176,0.808799104491447,1.79707765177836,OK,方法成功运行
genus.Lachnospira.id.2004,Inverse variance weighted,6,-0.115900410364295,0.12612933713831,0.358147206128108,-0.363113911155382,0.131313090426792,0.890563909816621,0.695507202957494,1.14032475019002,OK,方法成功运行
genus.Lachnospira.id.2004,Weighted median,6,-0.0908161225578363,0.153481560110834,0.554046768718564,-0.391639980375071,0.210007735259399,0.913185609696524,0.675947424497953,1.23368760281346,OK,方法成功运行
genus.Lachnospira.id.2004,MR Egger,6,-0.573025043142328,0.746599642218449,0.485574564888355,-2.03636034189049,0.890310255605831,0.563817284771643,0.130502833228677,2.43588528112825,OK,方法成功运行
genus.Lachnospira.id.2004,Weighted mode,6,-0.069747913136298,0.223508467431842,0.767589244825257,-0.507824509302708,0.368328683030112,0.932628893768015,0.601803373389416,1.44531701208681,OK,方法成功运行
genus.LachnospiraceaeFCS020group.id.11314,Inverse variance weighted,12,0.0937934152328382,0.0759001502342315,0.216552463040998,-0.0549708792262555,0.242557709691932,1.098332823648,0.946512710734653,1.27450479832042,OK,方法成功运行
genus.LachnospiraceaeFCS020group.id.11314,Weighted median,12,0.170702280698674,0.105716661606852,0.106372424699859,-0.0365023760507562,0.377906937448104,1.18613756040303,0.964155803010478,1.4592271371555,OK,方法成功运行
genus.LachnospiraceaeFCS020group.id.11314,MR Egger,12,0.102057017905816,0.200615991423409,0.621984414408954,-0.291150325284066,0.495264361095698,1.10744661421454,0.74740331595709,1.64093198029864,OK,方法成功运行
genus.LachnospiraceaeFCS020group.id.11314,Weighted mode,12,0.175554293632493,0.151447330896975,0.27092853871936,-0.121282474925579,0.472391062190564,1.19190669983887,0.885783712561999,1.60382445621154,OK,方法成功运行
genus.LachnospiraceaeNC2004group.id.11316,Inverse variance weighted,9,-0.0699092552197834,0.0747789862220934,0.349850995877608,-0.216476068215087,0.0766575577755198,0.932478433617279,0.805351808198302,1.07967228770067,OK,方法成功运行
genus.LachnospiraceaeNC2004group.id.11316,Weighted median,9,-0.0713910343513712,0.0898832156558978,0.427041550222075,-0.247562137036931,0.104780068334189,0.93109772973542,0.780701708812833,1.11046635678147,OK,方法成功运行
genus.LachnospiraceaeNC2004group.id.11316,MR Egger,9,-0.285105233244549,0.316877538158195,0.398156121050232,-0.906185208034612,0.335974741545513,0.751935121583224,0.404062702831889,1.39930368011624,OK,方法成功运行
genus.LachnospiraceaeNC2004group.id.11316,Weighted mode,9,-0.148129569284742,0.150833311892114,0.35482663426479,-0.443762860593285,0.147503722023801,0.862319377598363,0.641617555594504,1.15893759841505,OK,方法成功运行
genus.LachnospiraceaeND3007group.id.11317,Inverse variance weighted,3,-0.124594009073454,0.289179031049028,0.666574364437631,-0.691384909929549,0.44219689178264,0.882855261059972,0.500881912170918,1.55612209792735,OK,方法成功运行
genus.LachnospiraceaeND3007group.id.11317,Weighted median,3,0.0144586939182127,0.247318075037604,0.953380679855321,-0.470284733155492,0.499202120991917,1.0145637264336,0.624824334747654,1.64740631526549,OK,方法成功运行
genus.LachnospiraceaeND3007group.id.11317,MR Egger,3,-6.6472701765486,2.83364320037615,0.25653232339323,-12.2012108492859,-1.09332950381134,0.00129755938323125,5.0243681697604e-06,0.335098921123001,OK,方法成功运行
genus.LachnospiraceaeND3007group.id.11317,Weighted mode,3,0.11425058885926,0.316143612706411,0.752415801160433,-0.505390892045306,0.733892069763826,1.12103300807227,0.603269715999099,2.08317270345034,OK,方法成功运行
genus.LachnospiraceaeNK4A136group.id.11319,Inverse variance weighted,13,-0.0275100150136332,0.0732184929184713,0.707121382987511,-0.171018261133837,0.11599823110657,0.972864939249035,0.842806182734593,1.12299388567499,OK,方法成功运行
genus.LachnospiraceaeNK4A136group.id.11319,Weighted median,13,-0.0236193686531827,0.101564214560467,0.816106188486001,-0.222685229191698,0.175446491885332,0.976657385433712,0.800366741734515,1.19177821713963,OK,方法成功运行
genus.LachnospiraceaeNK4A136group.id.11319,MR Egger,13,-0.022199360486828,0.151136198848317,0.885881713852798,-0.31842631022953,0.274027589255874,0.978045232040309,0.727292670010881,1.31525108853699,OK,方法成功运行
genus.LachnospiraceaeNK4A136group.id.11319,Weighted mode,13,-0.0161612929543753,0.118182317429235,0.893496827946138,-0.247798635115675,0.215476049206925,0.983968600052905,0.780517096189752,1.24045227275162,OK,方法成功运行
genus.LachnospiraceaeUCG001.id.11321,Inverse variance weighted,13,0.151315649455651,0.0685241751197858,0.0272297589239689,0.0170082662208707,0.285623032690431,1.16336381528731,1.01715373030788,1.33059077147578,OK,方法成功运行
genus.LachnospiraceaeUCG001.id.11321,Weighted median,13,0.130728903098139,0.0924577197775647,0.15738195031483,-0.050488227665888,0.311946033862166,1.1396587814646,0.950765121331115,1.36608096892633,OK,方法成功运行
genus.LachnospiraceaeUCG001.id.11321,MR Egger,13,0.183729191133977,0.297028153530411,0.548801878145212,-0.398445989785628,0.765904372053583,1.20169035062671,0.671362540047451,2.15093874419518,OK,方法成功运行
genus.LachnospiraceaeUCG001.id.11321,Weighted mode,13,0.0782397363474107,0.165452309409772,0.644781132807299,-0.246046790095742,0.402526262790564,1.08138187413782,0.781885639565633,1.49559820329155,OK,方法成功运行
genus.LachnospiraceaeUCG004.id.11324,Inverse variance weighted,12,-0.0264425600535327,0.115024933202773,0.818180772498341,-0.251891429130968,0.199006309023902,0.973903983221603,0.777329128786713,1.22018966408134,OK,方法成功运行
genus.LachnospiraceaeUCG004.id.11324,Weighted median,12,0.0331138950148063,0.112436439482733,0.768366597636309,-0.187261526371351,0.253489316400964,1.03366826219918,0.829226843337649,1.28851361344896,OK,方法成功运行
genus.LachnospiraceaeUCG004.id.11324,MR Egger,12,-0.283688315820195,0.451434102629112,0.543816731750552,-1.16849915697325,0.601122525332866,0.753001306728757,0.310833103055348,1.82416532332546,OK,方法成功运行
genus.LachnospiraceaeUCG004.id.11324,Weighted mode,12,0.0473313794258503,0.179434635877934,0.79682520768072,-0.304360506894901,0.399023265746601,1.04846939270396,0.737594910463122,1.49036829273508,OK,方法成功运行
genus.LachnospiraceaeUCG008.id.11328,Inverse variance weighted,9,0.0137200791424017,0.0637691117178607,0.829648480183627,-0.111267379824605,0.138707538109409,1.01381463135466,0.894699492350926,1.14878807413657,OK,方法成功运行
genus.LachnospiraceaeUCG008.id.11328,Weighted median,9,-0.00819342734981069,0.0843063016328161,0.922578354986902,-0.17343377855013,0.157046923850509,0.99184004728966,0.840772826513993,1.17005051588829,OK,方法成功运行
genus.LachnospiraceaeUCG008.id.11328,MR Egger,9,-0.273785091501767,0.430222634773232,0.544767566169669,-1.1170214556573,0.569451272653768,0.760495494644813,0.327253082230037,1.76729702111259,OK,方法成功运行
genus.LachnospiraceaeUCG008.id.11328,Weighted mode,9,-0.00297297261822915,0.134552722777049,0.982913160696759,-0.266696309261245,0.260750364024787,0.997031442288649,0.765905634597939,1.29790362155257,OK,方法成功运行
genus.LachnospiraceaeUCG010.id.11330,Inverse variance weighted,8,-0.0396781143512238,0.0895395283845188,0.657667965903908,-0.215175589984881,0.135819361282433,0.961098753263498,0.806399832010892,1.14547495777774,OK,方法成功运行
genus.LachnospiraceaeUCG010.id.11330,Weighted median,8,-0.066300424627342,0.114356068641765,0.562068511775682,-0.290438319165201,0.157837469910517,0.935849669766566,0.747935661185352,1.17097586042919,OK,方法成功运行
genus.LachnospiraceaeUCG010.id.11330,MR Egger,8,-0.262740382023656,0.221417259609991,0.280223991495018,-0.696718210859239,0.171237446811927,0.768941502436289,0.498217669123197,1.18677251091786,OK,方法成功运行
genus.LachnospiraceaeUCG010.id.11330,Weighted mode,8,-0.110595277128402,0.151246755449098,0.488391133134627,-0.407038917808635,0.18584836355183,0.895301024415044,0.665618285392388,1.20423963991028,OK,方法成功运行
genus.Lactobacillus.id.1837,Inverse variance weighted,8,-0.00878961237217033,0.122608550630804,0.942849877800678,-0.249102371608546,0.231523146864205,0.991248903341983,0.779500170613674,1.26051850329056,OK,方法成功运行
genus.Lactobacillus.id.1837,Weighted median,8,-0.0772493393281153,0.0971832304595301,0.426681315255258,-0.267728471028794,0.113229792372564,0.925659021631429,0.76511550392584,1.11988924538994,OK,方法成功运行
genus.Lactobacillus.id.1837,MR Egger,8,-0.410917505212361,0.404632987237981,0.349040003865658,-1.2039981601988,0.382163149774082,0.663041626822861,0.299992393334577,1.46545115365509,OK,方法成功运行
genus.Lactobacillus.id.1837,Weighted mode,8,-0.151238263333558,0.134390680281659,0.297535611834282,-0.41464399668561,0.112167470018495,0.859642852884759,0.660575405883727,1.1187001937004,OK,方法成功运行
genus.Lactococcus.id.1851,Inverse variance weighted,6,-0.0608237971164364,0.0627493284101903,0.332388589172764,-0.183812480800409,0.0621648865675366,0.940989030149724,0.832091822390497,1.06413779229112,OK,方法成功运行
genus.Lactococcus.id.1851,Weighted median,6,-0.0408292430878794,0.0795879253834469,0.607945718802604,-0.196821576839435,0.115163090663677,0.959993041400301,0.821337165812887,1.12205641957636,OK,方法成功运行
genus.Lactococcus.id.1851,MR Egger,6,-0.55571553843542,0.288487863481982,0.126351348258656,-1.12115175086011,0.00972067398926479,0.573661637354932,0.325904217915863,1.00976807320027,OK,方法成功运行
genus.Lactococcus.id.1851,Weighted mode,6,0.0213038930088862,0.139964290532672,0.88497300937539,-0.25302611643515,0.295633902452923,1.02153244103974,0.776447603515456,1.34397803969245,OK,方法成功运行
genus.Marvinbryantia.id.2005,Inverse variance weighted,9,-0.0725232431941585,0.0892341792888608,0.416373206969473,-0.247422234600326,0.102375748212009,0.930044129212779,0.780810938524731,1.10779964727115,OK,方法成功运行
genus.Marvinbryantia.id.2005,Weighted median,9,-0.0796337332256094,0.122139165956704,0.514406469856682,-0.31902649850075,0.159759032049531,0.923454515159426,0.726856288449243,1.17322812654992,OK,方法成功运行
genus.Marvinbryantia.id.2005,MR Egger,9,0.116523858891516,0.366998145975847,0.760121323532217,-0.602792507221144,0.835840225004175,1.12358431762375,0.547281213489805,2.30675142448234,OK,方法成功运行
genus.Marvinbryantia.id.2005,Weighted mode,9,-0.10814151956624,0.178074403696839,0.560500574040755,-0.457167350812045,0.240884311679564,0.897500573550666,0.633074385684702,1.27237382800218,OK,方法成功运行
genus.Methanobrevibacter.id.123,Inverse variance weighted,6,-0.143114449917951,0.0651161255053473,0.0279609207857775,-0.270742055908432,-0.01548684392747,0.866654874639916,0.76281323419703,0.984632460562589,OK,方法成功运行
genus.Methanobrevibacter.id.123,Weighted median,6,-0.151713073511182,0.0769308772115011,0.0486016183444538,-0.302497592845724,-0.000928554176639534,0.859234782594717,0.738970267072242,0.999071876796386,OK,方法成功运行
genus.Methanobrevibacter.id.123,MR Egger,6,-0.393269277870657,0.230763749529314,0.163546692632243,-0.845566226948114,0.0590276712067988,0.674847001753514,0.429314200106592,1.06080459407733,OK,方法成功运行
genus.Methanobrevibacter.id.123,Weighted mode,6,-0.164206996551619,0.116019805562593,0.216126909147479,-0.391605815454302,0.063191822351063,0.848566353390476,0.675970518582657,1.06523115477907,OK,方法成功运行
genus.Odoribacter.id.952,Inverse variance weighted,7,0.198718333468706,0.120303221536143,0.0985728333503484,-0.0370759807421344,0.434512647679546,1.21983832987565,0.963602917302728,1.54421030106359,OK,方法成功运行
genus.Odoribacter.id.952,Weighted median,7,0.0398951701142366,0.145304537504027,0.783652416894751,-0.244901723393657,0.32469206362213,1.04070167183652,0.782781463567574,1.38360451821026,OK,方法成功运行
genus.Odoribacter.id.952,MR Egger,7,-0.113237991969508,0.396436153050738,0.786609131124232,-0.890252851948955,0.663776868009939,0.892938122723446,0.410551930771261,1.9421136067123,OK,方法成功运行
genus.Odoribacter.id.952,Weighted mode,7,-0.00267313692208382,0.208064010903923,0.990165869965454,-0.410478598293772,0.405132324449604,0.99733043272699,0.663332704253463,1.49950090756167,OK,方法成功运行
genus.Olsenella.id.822,Inverse variance weighted,11,-0.0189367138873187,0.0462256922909394,0.682057014645566,-0.10953907077756,0.0716656430029226,0.981241459235403,0.896247146605124,1.07429608559372,OK,方法成功运行
genus.Olsenella.id.822,Weighted median,11,-0.0636138154581684,0.062628210891814,0.309754457965646,-0.186365108806124,0.0591374778897871,0.938367312517043,0.829970510113757,1.06092108390667,OK,方法成功运行
genus.Olsenella.id.822,MR Egger,11,0.0380211994711741,0.184935031848381,0.841684523427635,-0.324451462951652,0.400493861894001,1.03875325366474,0.722923795385541,1.49256163496962,OK,方法成功运行
genus.Olsenella.id.822,Weighted mode,11,-0.0915207644349212,0.0948907273695628,0.357546460509297,-0.277506590079264,0.0944650612094218,0.91254236752868,0.7576705714774,1.09907076225896,OK,方法成功运行
genus.Oscillibacter.id.2063,Inverse variance weighted,11,0.0179060281019402,0.0743499622738519,0.80968347155123,-0.127819897954809,0.16363195415869,1.01806730217778,0.880011856808343,1.17778075800322,OK,方法成功运行
genus.Oscillibacter.id.2063,Weighted median,11,-0.0761081274793141,0.0914092982434067,0.405065756259284,-0.255270352036391,0.103054097077763,0.926715997676944,0.774707026024682,1.10855137684399,OK,方法成功运行
genus.Oscillibacter.id.2063,MR Egger,11,-0.236150295359437,0.340943687966515,0.506014445148635,-0.904399923773807,0.432099333054932,0.789661982482148,0.404784713921382,1.54048812895327,OK,方法成功运行
genus.Oscillibacter.id.2063,Weighted mode,11,-0.112208321978634,0.158992478962001,0.496457596755854,-0.423833580744155,0.199416936786888,0.893858027830189,0.654532799707051,1.22069081071884,OK,方法成功运行
genus.Oscillospira.id.2064,Inverse variance weighted,7,-0.0387719213452561,0.0886700231945692,0.661922252778373,-0.212565166806612,0.135021324116099,0.961970088971284,0.808507626744509,1.14456119084681,OK,方法成功运行
genus.Oscillospira.id.2064,Weighted median,7,-0.0608172253941096,0.10917142428704,0.577472719308392,-0.274793216996707,0.153158766208488,0.940995214088662,0.759729206070298,1.16551000785908,OK,方法成功运行
genus.Oscillospira.id.2064,MR Egger,7,0.149007527215276,0.35927840665775,0.695525825655416,-0.555178149833914,0.853193204264466,1.16068172587742,0.573969999427678,2.34712976310452,OK,方法成功运行
genus.Oscillospira.id.2064,Weighted mode,7,-0.0830999708541117,0.147944984490529,0.594667073365452,-0.373072140455548,0.206872198747324,0.920259143528775,0.688615554012287,1.22982538851163,OK,方法成功运行
genus.Oxalobacter.id.2978,Inverse variance weighted,10,0.00953934706133304,0.0453384188846366,0.83335301863867,-0.0793239539525547,0.0984026480752208,1.00958499165694,0.923740626541231,1.10340698037215,OK,方法成功运行
genus.Oxalobacter.id.2978,Weighted median,10,-0.000623828948146395,0.0611656967868965,0.991862516354605,-0.120508594650464,0.119260936754171,0.999376365592676,0.88646946841741,1.12666386794829,OK,方法成功运行
genus.Oxalobacter.id.2978,MR Egger,10,0.209815007477793,0.218971723615001,0.366028315799813,-0.21936957080761,0.638999585763195,1.23344985984915,0.803024888750598,1.89458456154327,OK,方法成功运行
genus.Oxalobacter.id.2978,Weighted mode,10,0.00883902487309418,0.0803055681222746,0.914771190391908,-0.148559888646564,0.166237938392752,1.00887820440465,0.861948384702546,1.18085403881116,OK,方法成功运行
genus.Parabacteroides.id.954,Inverse variance weighted,6,-0.0149755056357268,0.179290888662107,0.93343306128064,-0.366385647413456,0.336434636142002,0.985136069589284,0.693235405211847,1.39994736031875,OK,方法成功运行
genus.Parabacteroides.id.954,Weighted median,6,-0.0247822948411262,0.162850540131889,0.879046422566841,-0.343969353499628,0.294404763817376,0.975522265142027,0.708950654573087,1.34232711917149,OK,方法成功运行
genus.Parabacteroides.id.954,MR Egger,6,-0.352916825582483,0.591846027902413,0.583082145586572,-1.51293504027121,0.807101389106247,0.702635632256338,0.220262548857769,2.24140161038026,OK,方法成功运行
genus.Parabacteroides.id.954,Weighted mode,6,-0.0566696957971906,0.201901088004341,0.79019891560084,-0.452395828285699,0.339056436691318,0.944906124291273,0.636102332590406,1.40362255879051,OK,方法成功运行
genus.Paraprevotella.id.962,Inverse variance weighted,13,-0.0771732529323055,0.0637120747729747,0.225787563958747,-0.202048919487336,0.0477024136227249,0.925729454369586,0.817054957054943,1.04885848288145,OK,方法成功运行
genus.Paraprevotella.id.962,Weighted median,13,-0.104506148661068,0.0731457831106604,0.153079595549144,-0.247871883557963,0.0388595862358261,0.900769258864982,0.780459926622094,1.03962449581226,OK,方法成功运行
genus.Paraprevotella.id.962,MR Egger,13,0.127422631821741,0.214188017627973,0.563940780101737,-0.292385882729086,0.547231146372568,1.1358969825612,0.746480426484513,1.72846053186955,OK,方法成功运行
genus.Paraprevotella.id.962,Weighted mode,13,-0.139509827106962,0.118401675333868,0.26152455072885,-0.371577110761342,0.0925574565474181,0.869784475697323,0.689645824664138,1.09697616821287,OK,方法成功运行
genus.Parasutterella.id.2892,Inverse variance weighted,13,-0.0262218854914364,0.0714827069868062,0.713747038116337,-0.166327991185577,0.113884220202704,0.974118922771597,0.846768456047691,1.12062237194184,OK,方法成功运行
genus.Parasutterella.id.2892,Weighted median,13,0.00417370057563192,0.090868567835179,0.963365102085163,-0.173928692381319,0.182276093532583,1.00418242259402,0.8403568193656,1.19994544532648,OK,方法成功运行
genus.Parasutterella.id.2892,MR Egger,13,-0.0103567964359204,0.207014227775065,0.960995846916998,-0.416104682875049,0.395391090003208,0.98969665050811,0.65961121687149,1.48496483227302,OK,方法成功运行
genus.Parasutterella.id.2892,Weighted mode,13,0.0866987201107322,0.133167492936319,0.527284765244762,-0.174309566044454,0.347707006265918,1.09056806399255,0.840036810530805,1.41581736334737,OK,方法成功运行
genus.Peptococcus.id.2037,Inverse variance weighted,12,-0.0660868733619804,0.05585460255721,0.236731967131669,-0.175561894374112,0.0433881476501512,0.936049542988563,0.838985467086016,1.04434317554069,OK,方法成功运行
genus.Peptococcus.id.2037,Weighted median,12,-0.0681701519388361,0.0741348174831067,0.357811628876589,-0.213474394205725,0.0771340903280531,0.934101520869696,0.807772843551007,1.08018690929906,OK,方法成功运行
genus.Peptococcus.id.2037,MR Egger,12,0.207315466431576,0.208517940623959,0.343557683185521,-0.201379697191383,0.616010630054534,1.23037065120337,0.81760193145254,1.85152686302145,OK,方法成功运行
genus.Peptococcus.id.2037,Weighted mode,12,-0.119530061837241,0.139882155626785,0.411049044466288,-0.393699086865739,0.154638963191257,0.887337332427632,0.674557008767119,1.16723646969268,OK,方法成功运行
genus.Phascolarctobacterium.id.2168,Inverse variance weighted,9,0.0657177859106136,0.0864278569804512,0.447029050931406,-0.103680813771071,0.235116385592298,1.0679252910711,0.901513002038538,1.26505599445645,OK,方法成功运行
genus.Phascolarctobacterium.id.2168,Weighted median,9,0.176035220307776,0.114605111906943,0.12453459590797,-0.0485907990298321,0.400661239645385,1.1924800574257,0.952570842870619,1.49281147748834,OK,方法成功运行
genus.Phascolarctobacterium.id.2168,MR Egger,9,0.463038680096156,0.390192130382742,0.274056568722198,-0.301737895454019,1.22781525564633,1.58889479983112,0.739531874155392,3.41376318338364,OK,方法成功运行
genus.Phascolarctobacterium.id.2168,Weighted mode,9,0.253747132096941,0.194641408948295,0.228609836938717,-0.127750029441717,0.635244293635599,1.28884585530973,0.880073344076268,1.88748318527087,OK,方法成功运行
